nc_name,ens_region_id,cores,memory,storage
"9289a4f78742666468b0182823b7bfbe","shijiazhuang-telecom-2","174","257715","901212"
"0fb328aab16261b7b12985a72c5a9482","shijiazhuang-telecom-2","174","257715","901028"
"83a8af6cd7a067463c624e7e78d1d7d3","shijiazhuang-telecom-2","174","257715","901028"
"05679d2d055d06bd15514fcddb4c521b","dalian-telecom","77","257727","901028"
"ae98bf1f56b6b65e41a35d82cc2ecb87","dalian-telecom","77","257727","901212"
"c462ce8209b3146aa6553ef7192bfbb7","dalian-telecom","77","257727","901028"
"6506a92a5c909cc9e154a5e3fa611997","dalian-telecom","77","257727","901212"
"ac31d8d5c4a9d46b2576d94dfad35760","dalian-telecom","77","257727","901028"
"3e9ee092d2af09b9e7020191882b69d7","dalian-telecom","77","257727","901028"
"171b835f494506fbb3ff26c37b33cdb6","dalian-telecom","77","257727","901212"
"9dc24e4439102e5b385e2606138a0264","dalian-telecom","77","257727","901028"
"0b1bfcf2611a99758f88efcd17726aea","shanghai-telecom-2","77","257727","901028"
"396b9759b26b706303f07888490090e1","shanghai-telecom-2","77","257727","901028"
"4c01c0a0586832e14da0c3bb2e51306d","shanghai-telecom-2","77","257727","901028"
"c11c14d8e1e83b317559658b7ee19e55","shanghai-telecom-2","77","257727","901212"
"bb6608ee4daf421a5ed2a0ebe1f486bd","shanghai-telecom-2","77","257727","901028"
"19d5e8c4dae8292bde9ccd14b171cf5b","shanghai-telecom-2","77","257727","901028"
"9d2cb775522d8af2a4540c512094c0b6","shanghai-telecom-2","77","257727","901028"
"f00cf5bbbe063c10262fd93c1ff77f30","shanghai-telecom-2","64","257727","901028"
"63c1119e09712a7f32c48d754d3c369d","shanghai-telecom-2","77","257727","901212"
"88fee436f8763ea8134e3591c4c2ade3","shanghai-telecom-2","77","257727","901028"
"f8e75d93d17cac4124f7effe931378c1","shanghai-telecom","77","257727","901212"
"dfd2b543ffb907c293d2492af01d23a0","shanghai-telecom","77","257727","901212"
"141d1e314d80416f94b78ab2bf137eb1","shanghai-telecom","77","257727","901028"
"a2ec8973c55ab7fcee8236bee02f994d","shanghai-telecom","77","257727","901212"
"f771fc755093b12a64e18ed1c06e9341","shanghai-telecom","77","257727","901028"
"e568a1a1ee01d63e5bb0c65774d51281","shanghai-telecom","77","257727","901028"
"b1cc4abf487c18fce216b39963b26209","shanghai-telecom","77","257727","901212"
"d16f04c484f5e2251082994cbbd65aff","shanghai-telecom","77","257727","901212"
"da31bfea03b735273a7a69a4760cd638","shanghai-telecom","77","257727","901028"
"d3e7651799709fa38d05560c727c70b8","shanghai-telecom","77","257727","901212"
"1ea2442b4f8d3767217274f4a15ad772","shijiazhuang-telecom","77","257715","901212"
"943bd4c6dc958c6ac3323fb20129d343","shijiazhuang-telecom","77","257715","901212"
"1928cf558af7b64492cf1e478c910648","shijiazhuang-telecom","77","257715","901028"
"113cdfb5b7e57feba1b0c62197e2185c","shijiazhuang-telecom","77","257715","901212"
"3d54c020c63de745e3bd1bd0f726d57f","shijiazhuang-telecom","77","257715","901212"
"e1fe6d270864e013d3abd6aa0063c6db","shijiazhuang-telecom","77","257715","901212"
"54b39f4333ef7bb2f316276b7b03c75b","shijiazhuang-telecom","77","257715","901212"
"157013346b5bbb85af695064aa62fb6b","shijiazhuang-telecom","77","257715","901028"
"d83106c8292023cf524490668dc23e15","shijiazhuang-telecom","77","257715","901212"
"7811917b2ca3f8e6b4cb15232225af8a","shijiazhuang-telecom","77","257715","901028"
"35053104244a46f5e4588e259d95de25","tianjin-unicom","77","257727","901028"
"f306d0864d372e2d286d9fa90f1946d5","tianjin-unicom","77","257727","901028"
"316799fdf25008a8e8ddef7d4e7dbe60","tianjin-unicom","77","257727","901212"
"348f25fd9532e2ba65bddbd0e37643b4","tianjin-unicom","77","257727","901028"
"1c94d9d3a4287e4a42cf68973cdb4c8c","tianjin-unicom","77","257727","901212"
"ec6274472a0d336c22c5e2f3ef0b1078","tianjin-unicom","77","257727","901028"
"9c4ae84f2713d46edf265909c3b7094b","tianjin-unicom","77","257727","901028"
"b3b50ae21548308ac8b91bf02bdd1177","tianjin-unicom","77","257727","901028"
"a74b1b3b130d39a80f63cff1b6dccb5c","tianjin-unicom","77","257727","901028"
"81e6f9aa76e660c78019e3912e7459d0","tianjin-unicom","77","257727","901028"
"52165bef65b3ff7954e0d296845f3793","tianjin-unicom-2","77","257727","901028"
"4a8f1a917faab6b015800733568782bd","tianjin-unicom-2","77","257727","901028"
"6e5093e53593e24bf0c5fb002c2d7334","tianjin-unicom-2","77","257727","901028"
"bad7a24c2c71bf5b532111c6e9d6e678","tianjin-unicom-2","77","257727","901212"
"e15a9442a71243f1a19c020593aa4152","tianjin-unicom-2","77","257727","901212"
"9ede24df99f57d58dedd43813a46d6f3","tianjin-unicom-2","64","257727","901028"
"d0233cb2729ea865c1f693fbfd10aa93","tianjin-unicom-2","77","257727","901028"
"4498e1c321a8e811bfc6b19f9b08db96","tianjin-unicom-2","77","257727","901212"
"43876a4c2a774a45f29f32a3b0408d4a","tianjin-unicom-2","77","257727","901028"
"06d067b3c111686230bcb31717ebfbe9","tianjin-unicom-2","77","257727","901212"
